1_nitropropane,-5.250000,-4.390534,-0.333321,-4.057212
14_dioxane,-4.910000,-4.412345,-0.555848,-3.856497
33_dimethylbutan_2_one,-5.000000,-5.319450,-0.528767,-4.790683
4_bromophenol,-8.700000,-5.774321,-1.123646,-4.650675
acetic_acid,-4.000000,-4.363756,-1.386994,-2.976762
aniline,-6.690000,-5.149687,-0.967228,-4.182458
butan_1_ol,-4.310000,-5.006756,-0.826877,-4.179879
butanoic_acid,-5.240000,-5.520686,-1.312382,-4.208304
butanone,-4.270000,-4.460056,-0.557894,-3.902162
diethylamine,-3.750000,-4.661673,-0.509428,-4.152245
dimethylamine,-2.680000,-3.623143,-0.563020,-3.060123
ethanol,-3.330000,-3.745199,-0.811471,-2.933727
ethyl_acetate,-4.410000,-4.919561,-0.647050,-4.272511
ethylamine,-2.670000,-3.757112,-0.687514,-3.069598
heptan_1_ol,-6.750000,-6.820815,-0.784670,-6.036145
heptan_2_one,-6.300000,-6.325739,-0.553596,-5.772143
hexan_1_ol,-6.120000,-6.178878,-0.765336,-5.413542
hexan_2_one,-5.600000,-5.702821,-0.553563,-5.149258
hexanoic_acid,-6.970000,-6.808373,-1.355373,-5.453000
methanol,-2.180000,-3.085178,-0.812312,-2.272866
methyl_acetate,-3.810000,-4.292935,-0.680366,-3.612569
methyl_benzoate,-7.960000,-6.080412,-0.788566,-5.291846
methyl_hexanoate,-6.380000,-6.674353,-0.586465,-6.087888
methyl_pentanoate,-5.650000,-6.079543,-0.613875,-5.465668
methyl_propanoate,-4.620000,-4.816687,-0.598115,-4.218571
methylamine,-2.650000,-3.178988,-0.751531,-2.427457
n_butyl_acetate,-5.570000,-6.203259,-0.682400,-5.520859
n_butylamine,-4.330000,-5.026665,-0.712321,-4.314345
n_octane,-5.380000,-6.352616,-0.005246,-6.347370
n_propyl_acetate,-5.000000,-5.557320,-0.660367,-4.896953
n_propylamine,-3.510000,-4.376557,-0.686348,-3.690209
nitromethane,-4.310000,-3.210937,-0.377912,-2.833025
o_cresol,-7.430000,-5.573443,-0.976018,-4.597425
p_cresol,-7.560000,-5.698231,-1.040558,-4.657673
pentan_1_ol,-5.170000,-5.552103,-0.760654,-4.791449
pentan_2_one,-5.020000,-5.080614,-0.552963,-4.527651
pentanoic_acid,-5.890000,-6.177792,-1.346833,-4.830959
phenol,-6.930000,-5.106329,-1.060073,-4.046256
propan_1_ol,-3.710000,-4.336897,-0.780745,-3.556152
propanoic_acid,-4.570000,-4.901451,-1.317870,-3.583581
propanone,-3.590000,-3.898101,-0.594561,-3.303540
pyridine,-5.130000,-4.117987,-0.515276,-3.602711
toluene,-5.120000,-4.625329,-0.254618,-4.370711
trimethylamine,-2.710000,-3.917019,-0.327870,-3.589149
1_nitropropane,-5.250000,-4.390534,-0.333321,-4.057212
14_dioxane,-4.910000,-4.412345,-0.555848,-3.856497
33_dimethylbutan_2_one,-5.000000,-5.319450,-0.528767,-4.790683
4_bromophenol,-8.700000,-5.774321,-1.123646,-4.650675
acetic_acid,-4.000000,-4.363756,-1.386994,-2.976762
aniline,-6.690000,-5.149687,-0.967228,-4.182458
butan_1_ol,-4.310000,-5.006756,-0.826877,-4.179879
butanoic_acid,-5.240000,-5.520686,-1.312382,-4.208304
butanone,-4.270000,-4.460056,-0.557894,-3.902162
diethylamine,-3.750000,-4.661673,-0.509428,-4.152245
dimethylamine,-2.680000,-3.623143,-0.563020,-3.060123
ethanol,-3.330000,-3.745199,-0.811471,-2.933727
ethyl_acetate,-4.410000,-4.919561,-0.647050,-4.272511
ethylamine,-2.670000,-3.757112,-0.687514,-3.069598
heptan_1_ol,-6.750000,-6.820815,-0.784670,-6.036145
heptan_2_one,-6.300000,-6.325739,-0.553596,-5.772143
hexan_1_ol,-6.120000,-6.178878,-0.765336,-5.413542
hexan_2_one,-5.600000,-5.702821,-0.553563,-5.149258
hexanoic_acid,-6.970000,-6.808373,-1.355373,-5.453000
methanol,-2.180000,-3.085178,-0.812312,-2.272866
methyl_acetate,-3.810000,-4.292935,-0.680366,-3.612569
methyl_benzoate,-7.960000,-6.080412,-0.788566,-5.291846
methyl_hexanoate,-6.380000,-6.674353,-0.586465,-6.087888
methyl_pentanoate,-5.650000,-6.079543,-0.613875,-5.465668
methyl_propanoate,-4.620000,-4.816687,-0.598115,-4.218571
methylamine,-2.650000,-3.178988,-0.751531,-2.427457
n_butyl_acetate,-5.570000,-6.203259,-0.682400,-5.520859
n_butylamine,-4.330000,-5.026665,-0.712321,-4.314345
n_octane,-5.380000,-6.352616,-0.005246,-6.347370
n_propyl_acetate,-5.000000,-5.557320,-0.660367,-4.896953
n_propylamine,-3.510000,-4.376557,-0.686348,-3.690209
nitromethane,-4.310000,-3.210937,-0.377912,-2.833025
o_cresol,-7.430000,-5.573443,-0.976018,-4.597425
p_cresol,-7.560000,-5.698231,-1.040558,-4.657673
pentan_1_ol,-5.170000,-5.552103,-0.760654,-4.791449
pentan_2_one,-5.020000,-5.080614,-0.552963,-4.527651
pentanoic_acid,-5.890000,-6.177792,-1.346833,-4.830959
phenol,-6.930000,-5.106329,-1.060073,-4.046256
propan_1_ol,-3.710000,-4.336897,-0.780745,-3.556152
propanoic_acid,-4.570000,-4.901451,-1.317870,-3.583581
propanone,-3.590000,-3.898101,-0.594561,-3.303540
pyridine,-5.130000,-4.117987,-0.515276,-3.602711
toluene,-5.120000,-4.625329,-0.254618,-4.370711
trimethylamine,-2.710000,-3.917019,-0.327870,-3.589149
1_nitropropane,-5.250000,-4.357049,-0.371306,-3.985743
14_dioxane,-4.910000,-4.309954,-0.615542,-3.694412
33_dimethylbutan_2_one,-5.000000,-5.288190,-0.586604,-4.701586
4_bromophenol,-8.700000,-5.709458,-1.231849,-4.477609
acetic_acid,-4.000000,-4.379418,-1.551491,-2.827927
