14_dichlorobenzene,-7.75
14_dioxane,-5.03
222_trifluoroethanol,-6.93
acetonitrile,-4.63
acetophenone,-7.63
anisole,-6.18
anthracene,-11.24
benzaldehyde,-7.13
benzene,-4.43
benzyl_alcohol,-8.51
biphenyl,-8.93
Br,-57.839
bromoethane,-3.38
butanone,-4.56
chlorobenzene,-5.54
chloroethane,-2.74
chloromethane,-2.36
Cl,-61.185
Cs,-75.765
cyclohexane,-3.15
dimethylamine,-2.87
ethane,-0.3
ethanol,-5.23
ethyl_acetate,-4.26
I,-53.298
iodobenzene,-6.76
iodoethane,-3.92
iodomethane,-3.49
K,-86.52
Li,-128.824
m_xylene,-5.17
methanol,-4.65
methylamine,-2.66
n_butane,-1.48
n_heptane,-3.16
n_hexane,-2.72
n_octane,-3.77
n_pentane,-2.07
Na,-103.728
naphthalene,-7.78
nitromethane,-5.66
p_cresol,-8.35
p_xylene,-5.5
phenanthrene,-11.52
propan_1_ol,-5.56
propane,-0.87
propanone,-4.02
pyrene,-13.17
Rb,-81.023
toluene,-4.88
triethylamine,-3.76
trimethylamine,-0.82
