12_dichloroethane,-4.16
14_dioxane,-4.37
2_chloroaniline,-7.61
2_chlorophenol,-7.03
2_ethylpyrazine,-5.87
2_methylpyrazine,-5.12
2_methylpyridine,-5.2
2_naphthol,-12.16
2_naphthylamine,-10.63
3_chlorophenol,-9.82
3_nitrophenol,-11.61
4_bromophenol,-10.4
4_chloroaniline,-8.24
4_chlorophenol,-9.9
4_methylpyridine,-5.65
4_nitroaniline,-11.28
acetic_acid,-5.21
acetonitrile,-3.2
acetophenone,-6.77
aniline,-6.46
anthracene,-10.43
benzaldehyde,-6.1
benzamide,-9.53
benzene,-4.1
benzyl_alcohol,-8.66
biphenyl,-8.84
butan_1_ol,-4.68
butanoic_acid,-6.54
butanone,-3.78
cyclohexane,-4.1
dichloromethane,-3.2
diethyl_ether,-3.14
diethylamine,-3.8
ethanol,-3.51
ethyl_benzoate,-7.86
fluorobenzene,-5.46
methanol,-2.65
n_butane,-2.44
n_butyl_acetate,-5.72
n_heptane,-4.51
n_hexane,-3.85
n_octane,-5.24
n_pentane,-3.17
nitrobenzene,-7.21
nitromethane,-3.67
pentanoic_acid,-7.21
phenanthrene,-10.58
phenol,-7.99
propan_1_ol,-4.28
propanoic_acid,-6.11
propanone,-2.98
pyrene,-11.86
pyridine,-4.65
tetrachloromethane,-4.16
toluene,-4.87
trichloromethane,-5.32
