butan_1_ol,-3.77
heptan_1_ol,-5.62
hexan_1_ol,-4.97
pentan_1_ol,-3.92
propan_1_ol,-2.76
heptan_2_one,-5.4
hexan_2_one,-4.79
pentan_2_one,-4.16
33_dimethylbutan_2_one,-4.43
aniline,-5.15
tribromomethane,-4.83
n_butyl_acetate,-4.88
trichloromethane,-3.26
ethanol,-2.15
ethyl_acetate,-3.69
ethylamine,-2.18
methanol,-1.29
methyl_acetate,-3.13
methyl_hexanoate,-5.67
methyl_pentanoate,-4.96
methyl_propanoate,-3.69
n_pentane,-3.35
phenol,-5.67
n_propyl_acetate,-4.21
n_propylamine,-3.13
