1_bromo_2_chloroethane,-1.95,276.91,113.753,128.701,1.79,-1.77,0.02
1_bromo_2_methylpropane,-0.03,259.566,100.972,117.635,2.19,-0.95,1.24
1_bromobutane,-0.4,333.991,156.694,165.221,2.65,-0.97,1.68
1_bromoheptane,0.34,258.479,101.306,117.369,2.63,-0.97,1.66
1_bromohexane,0.18,318.573,141.21,154.482,2.75,-0.97,1.78
1_bromooctane,0.52,276.123,111.928,127.856,2.89,-0.97,1.92
1_bromopentane,-0.1,279.188,118.426,130.85,2.44,-0.96,1.48
1_bromopropane,-0.56,256.406,97.031,115.112,2.27,-0.98,1.29
1_chloro_222_trifluoroethane,0.06,370.845,161.619,182.854,2.43,-2.27,0.16
1_chlorobutane,-0.16,239.215,84.33,104.162,2.21,-1.22,0.99
1_chloroheptane,0.29,229.294,75.813,97.554,2.74,-1.21,1.53
1_chlorohexane,0,367.308,158.767,180.57,2.46,-1.23,1.23
1_chloropentane,-0.07,213.302,67.247,88.082,2.4,-1.22,1.18
1_chloropropane,-0.33,336.145,153.454,167.754,2.17,-1.25,0.92
1_ethylnaphthalene,-2.4,339.066,153.469,168.795,1.61,-4.61,-3
1_iodobutane,-0.25,317.528,139.306,155.271,2.41,-1.83,0.58
1_iodoheptane,0.27,339.295,159.369,170.821,2.99,-1.8,1.19
1_iodohexane,0.08,339.328,153.518,168.933,2.47,-1.81,0.66
1_iodopentane,-0.14,320.495,139.339,156.35,2.48,-1.82,0.66
1_iodopropane,-0.53,348.176,161.09,174.711,1.87,-1.87,0
1_methyl_imidazole,-8.41,377.017,157.368,184.967,0.73,-7.06,-6.33
1_methyl_pyrrole,-2.89,249.933,89.047,110.136,1.31,-3.9,-2.59
1_methylcyclohexene,0.67,298.853,125.121,142.763,1.99,-0.66,1.33
1_methylnaphthalene,-2.44,236.485,82.132,102.304,1.28,-4.52,-3.24
1_naphthol,-7.67,265.653,105.347,121.541,0.8,-8.31,-7.51
1_naphthylamine,-7.28,373.794,154.723,181.842,0.87,-8.63,-7.76
1_nitrobutane,-3.09,293.196,109.144,133.965,0.92,-2.43,-1.51
1_nitropentane,-2.82,211.193,65.149,86.536,1.11,-2.4,-1.29
1_nitropropane,-3.34,323.146,139.314,157.265,1.06,-2.44,-1.38
11_diacetoxyethane,-4.97,356.099,162.04,178.341,1.62,-9.52,-7.9
11_dichloroethane,-0.84,301.567,125.145,143.733,1.81,-1.64,0.17
11_dichloroethene,0.25,266.145,104.366,121.357,2.09,-0.85,1.24
11_diethoxyethane,-3.28,384.914,188.105,199.482,2.39,-4.57,-2.18
11_difluoroethane,-0.11,301.584,125.133,143.736,2.6,-2.41,0.19
111_trichloroethane,-0.19,297.771,125.665,141.261,1.88,-1.13,0.75
111_trifluoro_222_trimethoxyethane,-0.8,320.414,145.628,156.57,2.31,-4.57,-2.26
111_trifluoropropan_2_ol,-4.16,378.161,186.312,196.251,2.49,-6.05,-3.56
111_trimethoxyethane,-4.42,253.03,96.15,113.285,1.66,-5.55,-3.89
1112_tetrachloroethane,-1.28,244.325,85.522,106.704,1.54,-1.43,0.11
112_trichloro_122_trifluoroethane,1.77,276.281,116.213,129.133,1.85,-0.32,1.53
112_trichloroethane,-1.99,289.875,117.176,135.622,1.51,-2.01,-0.5
1122_tetrachloroethane,-2.47,388.135,182.956,197.119,1.47,-1.88,-0.41
12_diacetoxyethane,-6.34,355.55,161.039,176.711,1.61,-9.93,-8.32
12_dibromoethane,-2.33,420.713,204.815,217.602,1.79,-1.6,0.19
12_dichlorobenzene,-1.36,323.153,139.298,156.365,1.32,-1.96,-0.64
12_dichloroethane,-1.79,257.357,95.324,115.241,1.63,-2.15,-0.52
12_dichloropropane,-1.27,241.315,87.257,105.881,1.93,-2.13,-0.2
12_diethoxyethane,-3.54,284.338,113.57,132.227,2.39,-5.47,-3.08
12_dimethoxyethane,-4.84,382.626,179.367,193.747,1.93,-5.29,-3.36
12_ethanediol,-9.3,346.028,157.194,171.387,1.09,-8.71,-7.62
123_trichlorobenzene,-1.24,314.347,135.544,151.435,1.29,-1.67,-0.38
123_trimethylbenzene,-1.21,248.581,91.696,110.312,2.14,-2.79,-0.65
1234_tetrachlorobenzene,-1.34,380.458,189.485,197.439,0.93,-1.25,-0.32
1235_tetrachlorobenzene,-1.62,298.809,123.332,141.247,0.9,-0.92,-0.02
124_trichlorobenzene,-1.12,397.16,189.139,202.787,1.17,-1.35,-0.18
124_trimethylbenzene,-0.86,364.533,167.205,182.338,2.39,-2.75,-0.36
1245_tetrachlorobenzene,-1.34,332.149,145.44,162.024,1.22,-0.97,0.25
13_dichlorobenzene,-0.98,266.308,101.471,120.853,1.61,-1.6,0.01
