1_bromo_2_chloroethane,244.325,85.723,-1.950,0.020,-1.77,1.79
1_bromo_2_methylpropane,276.281,116.451,-0.030,1.240,-0.95,2.19
1_bromobutane,289.875,117.456,-0.400,1.680,-0.97,2.65
1_bromoheptane,388.135,183.307,0.340,1.660,-0.97,2.63
1_bromohexane,355.550,161.361,0.180,1.780,-0.97,2.75
1_bromooctane,420.713,205.205,0.520,1.920,-0.97,2.89
1_bromopentane,323.153,139.587,-0.100,1.480,-0.96,2.44
1_bromopropane,257.357,95.551,-0.560,1.290,-0.98,2.27
1_chloro_222_trifluoroethane,241.315,87.524,0.060,0.160,-2.27,2.43
1_chlorobutane,284.338,113.875,-0.160,0.990,-1.22,2.21
1_chloroheptane,382.626,179.739,0.290,1.530,-1.21,2.74
1_chlorohexane,346.028,157.524,0.000,1.230,-1.23,2.46
1_chloropentane,314.347,135.850,-0.070,1.180,-1.22,2.40
1_chloropropane,248.581,91.940,-0.330,0.920,-1.25,2.17
1_ethylnaphthalene,380.458,189.821,-2.400,-3.000,-4.61,1.61
1_iodobutane,298.809,123.616,-0.250,0.580,-1.83,2.41
1_iodoheptane,397.160,189.511,0.270,1.190,-1.80,2.99
1_iodohexane,364.533,167.522,0.080,0.660,-1.81,2.47
1_iodopentane,332.149,145.747,-0.140,0.660,-1.82,2.48
1_iodopropane,266.308,101.727,-0.530,0.000,-1.87,1.87
1_methyl_imidazole,252.912,91.948,-8.410,-6.330,-7.06,0.73
1_methyl_pyrrole,263.801,98.050,-2.890,-2.590,-3.90,1.31
1_methylcyclohexene,312.121,140.696,0.670,1.330,-0.66,1.99
1_methylnaphthalene,352.317,166.681,-2.440,-3.240,-4.52,1.28
1_naphthol,333.263,152.384,-7.670,-7.510,-8.31,0.80
1_naphthylamine,335.935,154.764,-7.280,-7.760,-8.63,0.87
1_nitrobutane,300.987,124.107,-3.090,-1.510,-2.43,0.92
1_nitropentane,333.209,145.935,-2.820,-1.290,-2.40,1.11
1_nitropropane,268.515,102.200,-3.340,-1.380,-2.44,1.06
11_diacetoxyethane,370.845,161.893,-4.970,-7.900,-9.52,1.62
11_dichloroethane,239.215,84.571,-0.840,0.170,-1.64,1.81
11_dichloroethene,229.294,76.056,0.250,1.240,-0.85,2.09
11_diethoxyethane,367.308,159.067,-3.280,-2.180,-4.57,2.39
11_difluoroethane,213.302,67.474,-0.110,0.190,-2.41,2.60
111_trichloroethane,259.566,101.256,-0.190,0.750,-1.13,1.88
111_trifluoro_222_trimethoxyethane,333.991,156.961,-0.800,-2.260,-4.57,2.31
111_trifluoropropan_2_ol,258.479,101.601,-4.160,-3.560,-6.05,2.49
111_trimethoxyethane,318.573,141.479,-4.420,-3.890,-5.55,1.66
1112_tetrachloroethane,276.910,114.018,-1.280,0.110,-1.43,1.54
112_trichloro_122_trifluoroethane,279.188,118.715,1.770,1.530,-0.32,1.85
112_trichloroethane,256.406,97.299,-1.990,-0.500,-2.01,1.51
1122_tetrachloroethane,276.123,112.201,-2.470,-0.410,-1.88,1.47
12_diacetoxyethane,377.017,157.814,-6.340,-8.320,-9.93,1.61
12_dibromoethane,249.933,89.252,-2.330,0.190,-1.60,1.79
12_dichlorobenzene,298.853,125.448,-1.360,-0.640,-1.96,1.32
12_dichloroethane,236.485,82.340,-1.790,-0.520,-2.15,1.63
12_dichloropropane,265.653,105.604,-1.270,-0.200,-2.13,1.93
12_diethoxyethane,373.794,155.082,-3.540,-3.080,-5.47,2.39
12_dimethoxyethane,293.196,109.378,-4.840,-3.360,-5.29,1.93
12_ethanediol,211.193,65.376,-9.300,-7.620,-8.71,1.09
123_trichlorobenzene,317.528,139.646,-1.240,-0.380,-1.67,1.29
123_trimethylbenzene,339.295,159.616,-1.210,-0.650,-2.79,2.14
1234_tetrachlorobenzene,336.145,153.831,-1.340,-0.320,-1.25,0.93
1235_tetrachlorobenzene,339.066,153.867,-1.620,-0.020,-0.92,0.90
124_trichlorobenzene,320.495,139.721,-1.120,-0.180,-1.35,1.17
124_trimethylbenzene,348.176,161.397,-0.860,-0.360,-2.75,2.39
1245_tetrachlorobenzene,339.328,153.922,-1.340,0.250,-0.97,1.22
13_dichlorobenzene,301.567,125.472,-0.980,0.010,-1.60,1.61
13_dichloropropane,266.145,104.688,-1.890,-0.380,-2.18,1.80
13_dimethylnaphthalene,384.914,188.436,-2.470,-2.790,-4.50,1.71
135_trichlorobenzene,323.146,139.718,-0.780,0.450,-0.96,1.41
135_trimethylbenzene,356.099,162.340,-0.900,0.040,-2.73,2.77
14_dichlorobenzene,301.584,125.475,-1.010,-0.100,-1.63,1.53
14_dichlorobutane,297.771,126.011,-2.320,-0.270,-2.38,2.11
