butan_1_ol,-3.77,158.978
heptan_1_ol,-5.75,231.66
hexan_1_ol,-5.14,207.282
1_nitrobutane,-4.64,178.534
pentan_1_ol,-4.38,182.924
propan_1_ol,-2.81,134.556
14_dichlorobenzene,-5.69,179.616
14_dioxane,-4.08,146.316
butanone,-3.48,148.104
heptan_2_one,-5.36,221.323
hexan_2_one,-4.68,196.934
33_dimethylbutan_2_one,-4.34,182.894
acetic_acid,-2.83,111.87
propanone,-2.6,124.665
acetophenone,-6.05,188.909
aniline,-5.43,159.079
benzaldehyde,-5.53,168.078
benzamide,-7.77,182.384
benzene,-3.96,142.845
bromobenzene,-5.66,166.377
tribromomethane,-4.38,144.86
n_butyl_acetate,-4.86,211.484
n_butylamine,-3.62,164.243
chlorobenzene,-5.14,161.211
trichloromethane,-3.17,129.197
ethanol,-2.73,110.185
ethyl_acetate,-3.62,162.605
ethylamine,-2.09,115.505
ethylbenzene,-4.99,190.451
fluorobenzene,-4.15,149.511
m_xylene,-4.99,190.028
methanol,-1.49,84.309
methyl_acetate,-3.12,136.765
methyl_hexanoate,-5.64,233.686
methyl_pentanoate,-4.94,209.323
methyl_propanoate,-3.65,160.493
n_hexane,-4,195.095
n_octane,-5.46,243.846
nitrobenzene,-6.09,171.855
nitroethane,-3.19,129.71
nitromethane,-2.9,106.242
o_cresol,-6.25,175.327
o_xylene,-5.22,184.859
4_bromophenol,-6.96,177.412
p_cresol,-5.86,177.686
4_hydroxybenzaldehyde,-9.18,178.958
p_xylene,-5.01,190.215
phenol,-5.49,153.746
propanoic_acid,-2.98,135.63
n_propyl_acetate,-4.1,187.055
n_propylamine,-3.13,139.805
pyridine,-3.81,136.379
toluene,-4.84,166.45
triethyl_phosphate,-6.78,272.981
trimethyl_phosphate,-5.82,195.858
