14_dioxane,-5.33
2_naphthol,-10.92
4_nitroaniline,-13.67
acetonitrile,-4.85
acetophenone,-7.33
aniline,-7.72
anisole,-5.96
anthracene,-10.15
benzaldehyde,-6.71
benzene,-4.16
benzyl_alcohol,-8.02
biphenyl,-9.1
Br,-59.034
bromobenzene,-5.75
butan_1_ol,-5.22
butanone,-4.73
chlorobenzene,-5.15
Cl,-62.62
Cs,-71.702
cyclohexane,-2.86
dichloromethane,-3.95
ethanol,-4.43
ethyl_acetate,-4.47
I,-54.015
K,-79.828
Li,-120.459
m_xylene,-4.98
methanol,-4.01
methyl_benzoate,-7.83
n_heptane,-3.15
n_hexane,-2.68
n_octane,-3.57
n_pentane,-2.09
Na,-97.753
naphthalene,-7.68
nitromethane,-5.62
o_cresol,-7.71
p_cresol,-7.93
p_xylene,-5.23
phenanthrene,-10.35
phenol,-7.7
propan_1_ol,-4.7
propanone,-4.28
pyrene,-11.86
Rb,-77.199
toluene,-4.68
