12_ethanediol,-8.69
4_nitroaniline,-12.44
acetic_acid,-6.81
acetonitrile,-3.54
anthracene,-9.79
benzene,-3.39
Br,-60.75
butan_1_ol,-6.03
butanoic_acid,-7.66
butanone,-4.12
Cl,-65.73
Cs,-68.67
cyclohexane,-3.5
dichloromethane,-3.39
diethyl_ether,-2.91
diethylamine,-5.15
ethane,-0.58
ethanol,-5.02
ethyl_acetate,-3.83
ethylamine,-4.5
formaldehyde,-3.49
hexanoic_acid,-8.75
I,-52.83
K,-79.37
methanol,-4.73
methylamine,-2.89
n_butane,-1.96
n_heptane,-3.87
n_hexane,-3.31
n_octane,-4.45
n_pentane,-2.72
n_propylamine,-5.04
Na,-96.57
nitromethane,-3.93
pentanoic_acid,-8.02
phenanthrene,-9.7
phenol,-8.16
propan_1_ol,-5.27
propane,-1.38
propanoic_acid,-7.17
propanone,-3.5
pyrene,-11.55
pyridine,-5.51
Rb,-73.19
toluene,-4.5
triethylamine,-5.05
trimethylamine,-0.33
