14_dioxane,-4.61
4_nitroaniline,-12.63
anthracene,-9.85
benzene,-3.79
butan_1_ol,-6.1
butanone,-4.15
cyclohexane,-3.47
diethylamine,-5.62
dimethylamine,-2.98
ethane,-0.61
ethanol,-5.01
iodoethane,-3.49
methanol,-4.3
n_butane,-1.98
n_heptane,-3.73
n_hexane,-3.1
n_octane,-4.39
n_pentane,-2.46
naphthalene,-7.11
nitromethane,-4.04
phenanthrene,-10.01
propan_1_ol,-5.29
pyrene,-11.19
pyridine,-5.44
tetrachloromethane,-3.75
tetrafluoromethane,1.04
toluene,-4.47
triethylamine,-4.96
trimethylamine,0.29
