14_dioxane,-4.86
33_dimethylbutan_2_one,-4.91
4_bromophenol,-8.69
acetic_acid,-4.08
aniline,-6.1
butan_1_ol,-4.17
butanoic_acid,-5.3
butanone,-4.23
diethylamine,-3.93
dimethylamine,-3.36
ethanol,-3.42
ethyl_acetate,-4.26
ethylamine,-3.01
heptan_1_ol,-6.74
heptan_2_one,-6.15
hexan_1_ol,-5.85
hexan_2_one,-5.49
hexanoic_acid,-6.67
m_cresol,-6.32
methanol,-1.73
methyl_acetate,-3.7
methyl_hexanoate,-6.26
methyl_pentanoate,-5.61
methyl_propanoate,-4.2
methylamine,-3.2
n_butyl_acetate,-5.4
n_octane,-5.29
n_propyl_acetate,-4.87
n_propylamine,-3.69
nitromethane,-4.2
o_cresol,-7.25
p_cresol,-7.18
pentan_1_ol,-4.72
pentan_2_one,-4.87
pentanoic_acid,-5.71
phenol,-6.83
piperidine,-5.15
propan_1_ol,-3.57
propanoic_acid,-4.72
propanone,-3.26
pyridine,-5.12
toluene,-5.06
trimethylamine,-2.63
