1_bromobutane,-4.16
1_bromopentane,-4.68
1_bromopropane,-3.42
1_chloropropane,-3.06
1_iodobutane,-4.44
1_iodopropane,-3.99
1_naphthylamine,-10.34
1_nitrobutane,-5.11
1_nitropropane,-4.44
11_difluoroethane,-1.13
111_trichloroethane,-3.69
111_trifluoropropan_2_ol,-5.12
112_trichloro_122_trifluoroethane,-2.54
112_trichloroethane,-4.53
12_dichlorobenzene,-6.01
12_dichloroethane,-3.81
12_dimethoxyethane,-4.55
12_ethanediol,-7.44
1245_tetrachlorobenzene,-7.61
14_dichlorobenzene,-5.67
14_dioxane,-4.89
2_bromopropane,-3.4
2_chlorophenol,-7.48
2_chloropropane,-2.84
2_chlorotoluene,-5.8
2_ethylpyrazine,-6.4
2_fluorophenol,-7.62
2_iodophenol,-9.81
2_iodopropane,-4.4
2_methoxyethanol,-5.83
2_methylpropan_2_ol,-4.78
2_methylpropane,-1.45
2_methylpropene,-2.03
2_methylpyrazine,-5.87
2_methylpyridine,-6.14
2_naphthol,-11.78
2_naphthylamine,-10.57
2_nitropropane,-4.23
22_dimethylpropane,-1.74
222_trifluoroethanol,-4.81
3_chlorophenol,-10.02
3_chloropyridine,-5.82
3_methylpyridine,-6.4
3_nitroaniline,-10.71
3_nitrophenol,-12.34
33_dimethylbutan_2_one,-4.53
4_bromophenol,-10.59
4_bromotoluene,-6.16
4_chlorophenol,-10.3
4_ethylpyridine,-7.8
4_fluorophenol,-8.6
4_hydroxybenzaldehyde,-12.36
4_methylpyridine,-6.6
4_nitroaniline,-11.35
acetic_acid,-6.35
acetonitrile,-3.15
acetophenone,-6.74
aniline,-6.71
anisole,-5.47
anthracene,-10.47
benzaldehyde,-6.13
benzamide,-11.77
benzene,-3.72
benzonitrile,-6.09
benzyl_alcohol,-8.12
biphenyl,-8.18
Br,-62.61
bromobenzene,-5.46
bromoethane,-2.9
bromoethane,-2.9
bromomethane,-2.43
bromotrifluoromethane,-0.75
but_1_ene,-1.89
but_1_yne,-2.15
butan_1_ol,-5.71
butanenitrile,-4.25
butanoic_acid,-7.58
butanone,-3.78
butyraldehyde,-4.62
chlorobenzene,-5
chloroethane,-2.58
chloroethylene,-2.66
chloromethane,-1.79
Cl,-68.19
cyclohexane,-3.46
cyclopentane,-2.65
cyclopentanone,-5.01
cyclopropane,-1.6
decan_1_ol,-9.88
dibromomethane,-4.18
dichloromethane,-3.07
diethyl_disulfide,-5.45
diethyl_ether,-2.89
diethyl_sulfide,-4.09
diethylamine,-4.75
diiodomethane,-5.63
dimethyl_disulfide,-4.24
dimethyl_ether,-2.06
dimethylamine,-2.72
ethane,-0.64
ethanol,-4.36
ethene,-0.27
ethyl_acetate,-4.06
ethyl_benzoate,-7.24
ethyl_phenyl_ether,-5.65
ethylamine,-4.09
ethylbenzene,-5.08
fluorobenzene,-3.87
formaldehyde,-3.23
heptan_1_ol,-7.75
heptan_2_one,-5.65
hex_1_ene,-2.94
hex_1_yne,-3.43
hexan_1_ol,-7.06
hexan_2_one,-5.02
hexanoic_acid,-8.82
hydrazine,-3.44
I,-54.77
iodobenzene,-6.18
iodoethane,-3.45
iodoethane,-3.45
iodomethane,-3.07
K,-80.93
Li,-123.89
m_cresol,-8.2
m_xylene,-5.25
methane,0.51
methanol,-3.87
methyl_acetate,-3.54
methyl_benzoate,-7.26
methyl_butanoate,-4.59
methyl_formate,-2.82
methyl_isopropyl_ether,-4.64
methyl_pentanoate,-5.13
methyl_propanoate,-4.06
methyl_propyl_ether,-3.63
methylamine,-3.78
morpholine,-5.99
n_butane,-1.86
n_butyl_acetate,-4.96
n_butylamine,-5.33
n_heptane,-3.74
n_hexane,-3.01
N_methylacetamide,-8.57
N_methylaniline,-6.94
n_nonane,-4.55
n_octane,-4.18
n_pentane,-2.45
n_propanethiol,-3.52
n_propyl_acetate,-4.55
n_propylamine,-4.77
Na,-98.26
naphthalene,-6.97
nitrobenzene,-6.63
nitroethane,-3.93
nitromethane,-3.51
NN_dimethylformamide,-6.14
o_cresol,-8.49
o_xylene,-5.07
octan_1_ol,-8.13
octan_2_one,-6.38
p_cresol,-8.84
p_toluidine,-7.46
p_xylene,-5.19
pent_1_yne,-2.79
pentachloroethane,-5.78
pentan_1_ol,-6.4
pentan_2_one,-4.35
pentan_3_one,-4.36
pentanoic_acid,-8.22
phenanthrene,-10.04
phenol,-8.69
piperazine,-5.8
piperidine,-6.27
propan_1_ol,-5.02
propane,-1.26
pyrene,-11.16
pyridine,-5.34
pyrrole,-5.28
quinoline,-8.43
tetrachloroethene,-4.24
tetrachloromethane,-3.77
tetrafluoromethane,1.5
tetrahydrofuran,-3.93
tetrahydropyran,-4.21
thiophene,-3.89
thiophenol,-5.99
toluene,-4.55
tribromomethane,-5.62
trichloroethene,-3.75
trichloromethane,-3.81
triethyl_phosphate,-8.88
triethylamine,-5.19
trimethyl_phosphate,-7.81
trimethylamine,-3.6
