14_dichlorobenzene,-5.78
2_naphthol,-10.14
222_trifluoroethanol,-5.72
4_nitroaniline,-13.21
acetonitrile,-4.02
acetophenone,-6.92
aniline,-7.48
anisole,-5.62
anthracene,-10.48
benzamide,-10.09
benzene,-3.76
benzyl_alcohol,-7.54
biphenyl,-7.87
Br,-63.815
butan_1_ol,-6.21
butanone,-4.55
chlorobenzene,-5.11
Cl,-69.551
Cs,-70.985
cyclohexane,-3.16
dichloromethane,-3.42
diethyl_ether,-3.1
diethylamine,-5.09
dimethylamine,-3.5
ethane,-0.52
ethanol,-5.27
I,-56.405
iodobenzene,-6.15
iodoethane,-3.59
iodomethane,-3.2
K,-81.74
Li,-125.478
m_cresol,-6.6
methanol,-4.93
methyl_acetate,-3.8
n_butane,-1.74
n_butyl_acetate,-5.44
n_heptane,-3.35
n_hexane,-2.8
n_octane,-3.77
n_pentane,-2.27
Na,-99.426
naphthalene,-7.01
nitrobenzene,-6.76
nitromethane,-4.8
p_cresol,-6.76
p_xylene,-5.08
phenanthrene,-9.68
phenol,-7.11
propan_1_ol,-5.99
propane,-1.14
propanone,-3.94
pyrene,-11.18
pyridine,-5.15
Rb,-76.243
tetrachloromethane,-3.64
tetrafluoromethane,0.95
toluene,-4.57
trichloromethane,-4.23
triethylamine,-5.42
